"","X","gender","age","married","employed","educated_in_us","highest_degree","education_years","labor_income"
"18800",18800,2,23,0,"employed",1,"no college",12,0
"18801",18801,2,21,0,"employed",1,"no college",12,24000
"18802",18802,2,16,0,"student",1,"no college",11,0
"18803",18803,2,13,0,NA,0,"no college",0,0
"18804",18804,2,1,0,NA,0,"no college",0,0
"18805",18805,1,74,1,"retired",1,"no college",12,0
"18806",18806,1,42,0,"unemployed",1,"no college",12,0
"18807",18807,1,26,0,NA,0,"no college",0,0
"18808",18808,1,36,1,"employed",1,"associate",14,0
"18809",18809,2,34,1,"employed",1,"no college",13,0
"18810",18810,2,21,0,"employed",1,"no college",12,10000
"18811",18811,1,78,0,"disabled",1,"no college",11,0
"18812",18812,2,40,1,"keeping house",1,"no college",14,0
"18813",18813,2,38,0,"disabled",1,"associate",15,0
"18814",18814,1,31,0,"unemployed",1,"no college",12,0
"18815",18815,2,17,0,"disabled",1,"no college",0,0
"18816",18816,1,14,0,NA,0,"no college",0,0
"18817",18817,1,11,0,NA,0,"no college",0,0
"18818",18818,2,71,0,"disabled",0,"no college",0,0
"18819",18819,2,49,0,"employed",1,"refused_answer",16,16147
"18820",18820,1,62,0,"retired",1,"no college",12,0
"18821",18821,1,47,1,"employed",1,"no college",13,0
"18822",18822,2,90,0,NA,0,"no college",0,0
"18823",18823,2,65,0,"retired",1,"no college",12,0
"18824",18824,1,64,0,"retired",0,"no college",0,0
"18825",18825,2,61,1,"employed",1,"no college",12,0
"18826",18826,1,59,1,"disabled",1,"no college",12,0
"18827",18827,2,43,1,"disabled",1,"no college",12,0
"18828",18828,2,41,1,"employed",1,"no college",10,0
"18829",18829,1,47,1,"employed",1,"no college",14,0
"18830",18830,1,36,1,"employed",1,"bachelor",17,0
"18831",18831,2,32,1,"employed",1,"master",17,0
"18832",18832,2,31,0,"employed",8,"no college",11,4700
"18833",18833,1,31,0,"employed",1,"no college",12,0
"18834",18834,2,26,1,"employed",1,"no college",12,0
"18835",18835,1,27,1,"employed",1,"bachelor",16,0
"18836",18836,1,23,0,"employed",1,"no college",13,9000
"18837",18837,1,23,0,"unemployed",1,"no college",13,10900
"18838",18838,1,23,0,"unemployed",1,"no college",13,20000
"18839",18839,1,18,0,"student",1,"no college",13,0
"18840",18840,1,19,0,"student",1,"no college",13,3000
"18841",18841,1,18,0,"student",1,"no college",11,0
"18842",18842,1,18,0,"student",1,"no college",13,0
"18843",18843,1,15,0,NA,0,"no college",0,0
"18844",18844,2,10,0,NA,0,"no college",0,0
"18845",18845,1,8,0,NA,0,"no college",0,0
"18846",18846,2,7,0,NA,0,"no college",0,0
"18847",18847,2,5,0,NA,0,"no college",0,0
"18848",18848,1,2,0,NA,0,"no college",0,0
"18849",18849,1,3,0,NA,0,"no college",0,0
"18850",18850,1,1,0,NA,0,"no college",0,0
"18851",18851,1,61,1,"employed",1,"no college",12,0
"18852",18852,2,55,1,"disabled",1,"no college",12,0
"18853",18853,2,38,0,"employed",1,"no college",15,0
"18854",18854,2,47,1,"employed",1,"no college",13,0
"18855",18855,1,46,1,"employed",1,"associate",13,0
"18856",18856,1,39,1,"employed",1,"no college",12,0
"18857",18857,1,39,0,"NA",9,"no college",99,0
"18858",18858,2,31,1,"employed",1,"no college",17,0
"18859",18859,2,36,0,"NA",1,"no college",12,20000
"18860",18860,2,12,0,NA,0,"no college",0,0
"18861",18861,1,11,0,NA,0,"no college",0,0
"18862",18862,1,36,1,"employed",1,"no college",13,0
"18863",18863,1,32,1,"employed",1,"no college",12,0
"18864",18864,1,29,1,"employed",1,"bachelor",16,0
"18865",18865,1,52,1,"employed",1,"associate",17,0
"18866",18866,1,33,0,"employed",1,"bachelor",16,0
"18867",18867,1,24,0,"employed",1,"bachelor",16,0
"18868",18868,2,18,0,"student",1,"no college",13,3000
"18869",18869,2,51,0,"employed",0,"no college",0,10847
"18870",18870,2,51,1,"employed",1,"refused_answer",16,0
"18871",18871,2,31,0,"employed",1,"bachelor",17,0
"18872",18872,1,58,0,"employed",1,"bachelor",16,0
"18873",18873,2,21,0,"keeping house",1,"no college",12,0
"18874",18874,2,1,0,NA,0,"no college",0,0
"18875",18875,2,50,0,"unemployed",1,"no college",12,0
"18876",18876,2,34,1,"employed",1,"no college",13,0
"18877",18877,1,32,0,"employed",1,"no college",12,28475
"18878",18878,1,31,0,"unemployed",1,"no college",12,0
"18879",18879,1,29,0,"employed",1,"no college",12,0
"18880",18880,2,15,0,NA,0,"no college",0,0
"18881",18881,1,5,0,NA,0,"no college",0,0
"18882",18882,1,2,0,NA,0,"no college",0,0
"18883",18883,1,3,0,NA,0,"no college",0,0
"18884",18884,2,2,0,NA,0,"no college",0,0
"18885",18885,2,1,0,NA,0,"no college",0,0
"18886",18886,1,26,0,"employed",1,"no college",12,0
"18887",18887,2,22,0,"employed",1,"no college",17,0
"18888",18888,1,24,0,"employed",1,"no college",12,0
"18889",18889,1,18,0,"employed",1,"no college",12,1000
"18890",18890,1,58,0,NA,0,"no college",0,0
"18891",18891,2,46,0,NA,0,"no college",0,0
"18892",18892,2,28,0,"NA",9,"no college",99,0
"18893",18893,1,54,1,"employed",1,"no college",14,0
"18894",18894,1,6,0,NA,0,"no college",0,0
"18895",18895,2,29,0,"employed",1,"bachelor",17,0
"18896",18896,1,29,0,"employed",1,"bachelor",16,40000
"18897",18897,1,46,0,"unemployed",1,"no college",15,0
"18898",18898,1,23,0,NA,0,"no college",0,0
"18899",18899,2,21,0,"unemployed",1,"no college",11,0
"18900",18900,2,6,0,NA,0,"no college",0,0
"18901",18901,2,4,0,NA,0,"no college",0,0
"18902",18902,1,2,0,NA,0,"no college",0,0
"18903",18903,2,24,1,"employed",1,"no college",11,0
"18904",18904,2,43,0,"unemployed",1,"no college",12,0
"18905",18905,2,18,1,"student",8,"no college",11,0
"18906",18906,2,2,0,NA,0,"no college",0,0
"18907",18907,1,1,0,NA,0,"no college",0,0
"18908",18908,2,84,0,"keeping house",1,"no college",14,0
"18909",18909,2,63,0,"keeping house",0,"no college",0,0
"18910",18910,2,62,1,"employed",1,"master",17,0
"18911",18911,2,60,0,"employed",1,"no college",14,0
"18912",18912,1,46,1,"employed",1,"no college",15,0
"18913",18913,1,45,0,"employed",1,"no college",12,0
"18914",18914,1,42,0,"employed",1,"no college",12,0
"18915",18915,1,39,0,"employed",1,"bachelor",16,0
"18916",18916,1,32,1,"employed",1,"no college",12,0
"18917",18917,2,34,0,"employed",1,"bachelor",17,0
"18918",18918,1,31,1,"employed",1,"no college",15,0
"18919",18919,1,29,1,"unemployed",1,"no college",12,0
"18920",18920,1,14,0,NA,0,"no college",0,0
"18921",18921,2,12,0,NA,0,"no college",0,0
"18922",18922,2,8,0,NA,0,"no college",0,0
"18923",18923,2,8,0,NA,0,"no college",0,0
"18924",18924,1,4,0,NA,0,"no college",0,0
"18925",18925,1,89,0,NA,0,"no college",0,0
"18926",18926,1,56,1,"employed",1,"no college",12,0
"18927",18927,1,28,0,"employed",1,"no college",12,0
"18928",18928,2,30,1,"employed",1,"no college",15,0
"18929",18929,2,29,1,"employed",1,"no college",12,0
"18930",18930,1,12,0,NA,0,"no college",0,0
"18931",18931,1,10,0,NA,0,"no college",0,0
"18932",18932,2,7,0,NA,0,"no college",0,0
"18933",18933,2,43,0,"NA",1,"no college",99,0
"18934",18934,2,13,0,NA,0,"no college",0,0
"18935",18935,1,21,0,"unemployed",1,"no college",12,0
"18936",18936,2,29,1,"employed",1,"bachelor",17,0
"18937",18937,2,34,1,"employed",1,"no college",12,0
"18938",18938,2,13,0,NA,0,"no college",0,0
"18939",18939,2,14,0,NA,0,"no college",0,0
"18940",18940,1,16,0,"student",1,"no college",10,0
"18941",18941,1,64,1,"retired",1,"bachelor",17,0
"18942",18942,2,28,0,"employed",1,"associate",14,0
"18943",18943,1,28,1,"unemployed",1,"no college",13,0
"18944",18944,1,9,0,NA,0,"no college",0,0
"18945",18945,2,5,0,NA,0,"no college",0,0
"18946",18946,1,3,0,NA,0,"no college",0,0
"18947",18947,2,59,1,"employed",1,"no college",13,0
"18948",18948,2,38,0,NA,0,"no college",0,0
"18949",18949,1,35,0,"unemployed",1,"bachelor",16,0
"18950",18950,1,14,0,NA,0,"no college",0,0
"18951",18951,2,11,0,NA,0,"no college",0,0
"18952",18952,2,25,1,"keeping house",1,"no college",13,0
"18953",18953,2,43,0,"employed",1,"no college",14,0
"18954",18954,2,20,0,"unemployed",1,"no college",12,0
"18955",18955,1,15,0,NA,0,"no college",0,0
"18956",18956,1,13,0,NA,0,"no college",0,0
"18957",18957,1,10,0,NA,0,"no college",0,0
"18958",18958,2,7,0,NA,0,"no college",0,0
"18959",18959,1,1,0,NA,0,"no college",0,0
"18960",18960,2,1,0,NA,0,"no college",0,0
"18961",18961,2,1,0,NA,0,"no college",0,0
"18962",18962,2,36,1,"keeping house",1,"bachelor",16,0
"18963",18963,1,24,0,"employed",1,"associate",14,0
"18964",18964,1,48,1,"employed",1,"no college",12,0
"18965",18965,1,42,0,"employed",1,"no college",12,46800
"18966",18966,2,45,0,"keeping house",1,"no college",12,0
"18967",18967,2,63,0,"employed",1,"no college",13,0
"18968",18968,1,34,0,NA,0,"no college",0,0
"18969",18969,2,87,0,"retired",1,"no college",12,0
"18970",18970,2,52,0,"employed",1,"no college",14,0
"18971",18971,1,31,0,"employed",8,"no college",12,10847
"18972",18972,2,52,1,"employed",1,"bachelor",16,0
"18973",18973,2,24,0,"employed",1,"bachelor",16,50000
"18974",18974,2,22,0,"employed",3,"bachelor",16,0
"18975",18975,2,21,0,NA,0,"no college",0,0
"18976",18976,1,54,1,"employed",1,"no college",14,0
"18977",18977,1,63,1,"retired",1,"no college",11,0
"18978",18978,2,52,1,"retired",1,"no college",14,0
"18979",18979,2,78,0,NA,0,"no college",0,0
"18980",18980,2,73,1,"disabled",1,"no college",11,0
"18981",18981,2,50,1,"employed",1,"no college",12,0
"18982",18982,2,53,0,"employed",1,"no college",12,0
"18983",18983,2,36,0,"keeping house",1,"no college",10,0
"18984",18984,1,31,1,"employed",1,"no college",10,0
"18985",18985,2,30,0,"employed",1,"no college",9,0
"18986",18986,2,20,0,"employed",1,"no college",12,0
"18987",18987,2,18,0,"unemployed",1,"no college",11,0
"18988",18988,1,14,0,NA,0,"no college",0,0
"18989",18989,1,17,0,"student",1,"no college",10,0
"18990",18990,1,12,0,NA,0,"no college",0,0
"18991",18991,1,12,0,NA,0,"no college",0,0
"18992",18992,2,10,0,NA,0,"no college",0,0
"18993",18993,1,11,0,NA,0,"no college",0,0
"18994",18994,1,9,0,NA,0,"no college",0,0
"18995",18995,2,7,0,NA,0,"no college",0,0
"18996",18996,2,5,0,NA,0,"no college",0,0
"18997",18997,2,3,0,NA,0,"no college",0,0
"18998",18998,2,1,0,NA,0,"no college",0,0
"18999",18999,1,77,1,"retired",1,"no college",99,0
"19000",19000,1,61,1,"employed",1,"no college",99,0
"19001",19001,2,29,1,"keeping house",1,"no college",12,0
"19002",19002,1,9,0,NA,0,"no college",0,0
"19003",19003,1,37,1,"employed",1,"no college",15,0
"19004",19004,2,9,0,NA,0,"no college",0,0
"19005",19005,2,40,1,"employed",1,"no college",15,0
"19006",19006,1,20,0,NA,0,"no college",0,0
"19007",19007,2,67,1,"employed",1,"master",17,0
"19008",19008,2,37,0,"employed",1,"medical degree",17,0
"19009",19009,1,33,0,"employed",1,"master",17,0
"19010",19010,1,31,0,"employed",1,"other",17,0
"19011",19011,2,2,0,NA,0,"no college",0,0
"19012",19012,1,68,1,"employed",1,"no college",14,0
"19013",19013,2,34,0,NA,0,"no college",0,0
"19014",19014,2,78,0,"retired",1,"no college",12,0
"19015",19015,2,60,0,"employed",1,"no college",12,0
"19016",19016,2,58,1,"keeping house",1,"no college",12,0
"19017",19017,1,52,0,"unemployed",1,"no college",12,0
"19018",19018,1,51,0,"unemployed",1,"no college",9,0
"19019",19019,1,38,0,"employed",1,"bachelor",16,0
"19020",19020,2,33,1,"employed",1,"bachelor",16,0
"19021",19021,2,30,0,"employed",1,"no college",9,0
"19022",19022,1,29,0,"unemployed",1,"no college",10,0
"19023",19023,1,27,0,"disabled",8,"no college",8,0
"19024",19024,1,16,0,"student",1,"no college",12,0
"19025",19025,1,11,0,NA,0,"no college",0,0
"19026",19026,1,5,0,NA,0,"no college",0,0
"19027",19027,1,63,1,"disabled",1,"no college",9,0
"19028",19028,2,53,0,"employed",1,"no college",12,0
"19029",19029,2,50,0,NA,0,"no college",0,0
"19030",19030,1,44,0,"disabled",8,"no college",99,0
"19031",19031,1,31,0,"employed",1,"no college",11,0
"19032",19032,2,38,0,"unemployed",1,"no college",16,0
"19033",19033,1,22,0,"unemployed",1,"no college",12,0
"19034",19034,1,52,0,NA,0,"no college",0,0
"19035",19035,1,37,1,"disabled",1,"no college",15,0
"19036",19036,1,63,0,"retired",1,"no college",12,0
"19037",19037,1,61,0,"employed",0,"no college",0,40000
"19038",19038,2,55,1,"employed",1,"no college",13,0
"19039",19039,2,50,1,"employed",1,"no college",12,0
"19040",19040,1,70,1,"retired",1,"associate",14,0
"19041",19041,1,49,1,"employed",1,"no college",14,0
"19042",19042,1,39,1,"employed",1,"master",17,0
"19043",19043,1,38,1,"employed",1,"no college",13,0
"19044",19044,1,28,0,"employed",1,"bachelor",16,0
"19045",19045,2,23,0,"employed",1,"no college",16,5000
"19046",19046,2,21,0,"employed",1,"no college",15,0
"19047",19047,1,16,0,"student",1,"no college",9,0
"19048",19048,1,14,0,NA,0,"no college",0,0
"19049",19049,1,12,0,NA,0,"no college",0,0
"19050",19050,1,1,0,NA,0,"no college",0,0
"19051",19051,2,70,1,"retired",1,"no college",12,0
"19052",19052,1,40,1,"employed",1,"no college",12,0
"19053",19053,1,58,1,"disabled",1,"no college",12,0
"19054",19054,2,27,0,"employed",1,"bachelor",16,0
"19055",19055,2,27,0,"employed",1,"bachelor",16,0
"19056",19056,2,45,1,"employed",1,"no college",14,0
"19057",19057,1,28,0,"employed",8,"no college",15,14000
"19058",19058,2,21,0,"student",1,"no college",15,0
"19059",19059,2,37,1,"employed",1,"bachelor",16,0
"19060",19060,2,21,0,NA,0,"no college",0,0
"19061",19061,2,39,1,"employed",1,"associate",14,0
"19062",19062,1,19,0,"student",1,"no college",12,0
"19063",19063,2,15,0,NA,0,"no college",0,0
"19064",19064,1,23,0,"employed",1,"bachelor",16,0
"19065",19065,1,23,0,"employed",1,"bachelor",16,25000
"19066",19066,1,13,0,NA,0,"no college",0,0
"19067",19067,1,38,1,"employed",1,"no college",15,0
"19068",19068,1,35,1,"employed",1,"bachelor",16,0
"19069",19069,2,40,0,"employed",1,"no college",99,10847
"19070",19070,2,999,0,"NA",9,"no college",99,0
"19071",19071,2,2,0,NA,0,"no college",0,0
"19072",19072,2,34,1,"employed",1,"medical degree",17,0
"19073",19073,2,63,0,"retired",0,"no college",0,0
"19074",19074,1,999,1,"disabled",1,"doctorate",99,0
"19075",19075,1,25,0,NA,0,"no college",0,0
"19076",19076,2,76,1,"retired",1,"no college",9,0
"19077",19077,2,65,0,"disabled",1,"no college",12,0
"19078",19078,1,63,0,"retired",1,"no college",12,0
"19079",19079,2,62,0,"keeping house",1,"no college",12,0
"19080",19080,2,57,0,"employed",0,"no college",0,10847
"19081",19081,2,55,0,"employed",1,"no college",13,0
"19082",19082,1,53,1,"employed",1,"no college",12,0
"19083",19083,1,52,0,"disabled",1,"no college",12,0
"19084",19084,2,28,0,"employed",1,"no college",12,0
"19085",19085,1,28,0,"unemployed",1,"no college",12,0
"19086",19086,1,22,0,"disabled",1,"no college",12,0
"19087",19087,1,8,0,NA,0,"no college",0,0
"19088",19088,1,72,1,"retired",1,"no college",6,0
"19089",19089,2,43,1,"disabled",1,"no college",12,0
"19090",19090,2,23,0,"employed",1,"no college",99,26400
"19091",19091,2,2,0,NA,0,"no college",0,0
"19092",19092,1,78,1,"retired",1,"no college",10,0
"19093",19093,1,56,1,"employed",1,"no college",12,0
"19094",19094,2,34,0,"unemployed",1,"associate",16,0
"19095",19095,1,27,1,"employed",1,"no college",17,0
"19096",19096,1,25,1,"employed",1,"bachelor",16,0
"19097",19097,2,15,0,NA,0,"no college",0,0
"19098",19098,1,14,0,NA,0,"no college",0,0
"19099",19099,1,12,0,NA,0,"no college",0,0
"19100",19100,1,11,0,NA,0,"no college",0,0
"19101",19101,2,67,1,"keeping house",1,"no college",12,0
"19102",19102,1,38,0,"employed",1,"no college",99,0
"19103",19103,2,56,1,"employed",1,"master",17,0
"19104",19104,2,24,1,"employed",1,"no college",14,0
"19105",19105,1,3,0,NA,0,"no college",0,0
"19106",19106,2,27,1,"employed",1,"bachelor",16,0
"19107",19107,1,65,1,"retired",1,"no college",9,0
"19108",19108,1,49,0,"employed",1,"no college",12,0
"19109",19109,1,69,1,"retired",1,"no college",9,0
"19110",19110,2,69,1,"retired",1,"no college",12,0
"19111",19111,2,45,0,"employed",1,"associate",13,0
"19112",19112,2,56,1,"keeping house",1,"no college",99,0
"19113",19113,2,88,0,"retired",1,"no college",8,0
"19114",19114,1,65,0,"retired",1,"no college",10,0
"19115",19115,2,64,0,"keeping house",1,"no college",11,0
"19116",19116,2,61,0,"retired",1,"no college",11,0
"19117",19117,2,57,0,"keeping house",1,"no college",12,0
"19118",19118,2,55,1,"keeping house",1,"associate",14,0
"19119",19119,2,52,0,"unemployed",1,"no college",13,0
"19120",19120,2,50,0,"unemployed",1,"no college",13,0
"19121",19121,2,38,0,"unemployed",1,"no college",11,0
"19122",19122,2,41,0,"employed",9,"no college",99,0
"19123",19123,2,39,1,"unemployed",1,"associate",14,0
"19124",19124,2,36,0,"employed",1,"no college",15,0
"19125",19125,2,37,0,"employed",1,"no college",12,0
"19126",19126,1,42,1,"employed",1,"bachelor",16,0
"19127",19127,2,34,1,"employed",1,"no college",14,0
"19128",19128,2,34,1,"employed",1,"no college",14,0
"19129",19129,2,34,1,"employed",1,"no college",13,0
"19130",19130,2,33,0,"unemployed",1,"no college",11,0
"19131",19131,2,32,0,"student",1,"no college",14,0
"19132",19132,1,32,0,"employed",1,"no college",13,0
"19133",19133,2,30,0,"employed",1,"no college",11,0
"19134",19134,1,33,0,"employed",1,"no college",12,0
"19135",19135,2,31,0,"employed",3,"associate",14,0
"19136",19136,2,30,1,"employed",1,"no college",12,0
"19137",19137,1,29,0,"unemployed",8,"no college",9,0
"19138",19138,2,28,0,"unemployed",8,"no college",12,0
"19139",19139,1,28,1,"employed",1,"associate",15,0
"19140",19140,2,27,0,"employed",1,"no college",13,10847
"19141",19141,1,25,0,"employed",8,"no college",12,27000
"19142",19142,2,24,0,"employed",8,"no college",12,0
"19143",19143,1,23,0,NA,0,"no college",0,0
"19144",19144,1,23,0,"unemployed",1,"no college",14,0
"19145",19145,2,22,0,"employed",1,"no college",14,18000
"19146",19146,2,22,0,NA,0,"no college",0,0
"19147",19147,1,22,0,"unemployed",1,"no college",12,0
"19148",19148,1,22,0,NA,0,"no college",0,0
"19149",19149,2,20,0,"other",1,"no college",12,0
"19150",19150,1,18,0,"other",1,"no college",12,0
"19151",19151,1,18,0,"student",1,"no college",11,0
"19152",19152,2,16,0,"student",1,"no college",9,0
"19153",19153,2,16,0,"student",1,"no college",10,0
"19154",19154,2,18,0,"student",1,"no college",11,0
"19155",19155,1,17,0,"student",1,"no college",10,0
"19156",19156,1,14,0,NA,0,"no college",0,0
"19157",19157,2,14,0,NA,0,"no college",0,0
"19158",19158,2,12,0,NA,0,"no college",0,0
"19159",19159,1,13,0,NA,0,"no college",0,0
"19160",19160,2,13,0,NA,0,"no college",0,0
"19161",19161,2,12,0,NA,0,"no college",0,0
"19162",19162,1,12,0,NA,0,"no college",0,0
"19163",19163,2,10,0,NA,0,"no college",0,0
"19164",19164,1,10,0,NA,0,"no college",0,0
"19165",19165,1,9,0,NA,0,"no college",0,0
"19166",19166,1,9,0,NA,0,"no college",0,0
"19167",19167,2,8,0,NA,0,"no college",0,0
"19168",19168,2,9,0,NA,0,"no college",0,0
"19169",19169,2,8,0,NA,0,"no college",0,0
"19170",19170,1,8,0,NA,0,"no college",0,0
"19171",19171,1,8,0,NA,0,"no college",0,0
"19172",19172,2,6,0,NA,0,"no college",0,0
"19173",19173,1,7,0,NA,0,"no college",0,0
"19174",19174,2,6,0,NA,0,"no college",0,0
"19175",19175,2,4,0,NA,0,"no college",0,0
"19176",19176,2,5,0,NA,0,"no college",0,0
"19177",19177,2,4,0,NA,0,"no college",0,0
"19178",19178,2,4,0,NA,0,"no college",0,0
"19179",19179,1,3,0,NA,0,"no college",0,0
"19180",19180,2,2,0,NA,0,"no college",0,0
"19181",19181,1,2,0,NA,0,"no college",0,0
"19182",19182,2,1,0,NA,0,"no college",0,0
"19183",19183,2,1,0,NA,0,"no college",0,0
"19184",19184,1,1,0,NA,0,"no college",0,0
"19185",19185,2,1,0,NA,0,"no college",0,0
"19186",19186,1,57,1,"employed",1,"bachelor",16,0
"19187",19187,1,33,0,"employed",1,"no college",12,0
"19188",19188,2,32,0,"employed",1,"associate",16,0
"19189",19189,1,31,1,"employed",1,"no college",12,0
"19190",19190,1,22,0,"employed",8,"no college",10,13847
"19191",19191,2,21,1,"employed",1,"no college",12,0
"19192",19192,2,40,1,"employed",1,"bachelor",16,0
"19193",19193,1,36,1,"employed",1,"no college",12,0
"19194",19194,1,21,0,"student",1,"no college",14,0
"19195",19195,1,37,1,"employed",1,"no college",99,0
"19196",19196,1,14,0,NA,0,"no college",0,0
"19197",19197,1,18,0,"student",1,"no college",11,0
"19198",19198,2,12,0,NA,0,"no college",0,0
"19199",19199,2,15,0,NA,0,"no college",0,0
"19200",19200,1,44,1,"employed",1,"no college",12,0
"19201",19201,1,38,0,"unemployed",1,"no college",11,0
"19202",19202,2,64,0,"disabled",1,"no college",14,0
"19203",19203,2,37,0,"employed",1,"no college",12,0
"19204",19204,1,7,0,NA,0,"no college",0,0
"19205",19205,2,5,0,NA,0,"no college",0,0
"19206",19206,2,30,1,"employed",1,"associate",15,0
"19207",19207,1,10,0,NA,0,"no college",0,0
"19208",19208,2,8,0,NA,0,"no college",0,0
"19209",19209,1,5,0,NA,0,"no college",0,0
"19210",19210,2,32,0,"NA",9,"no college",99,0
"19211",19211,2,24,1,"employed",1,"associate",14,0
"19212",19212,1,24,1,"employed",1,"no college",13,0
"19213",19213,2,22,0,"unemployed",1,"no college",15,0
"19214",19214,1,38,1,"employed",1,"no college",12,0
"19215",19215,1,28,1,"unemployed",1,"no college",12,0
"19216",19216,1,999,0,"employed",1,"no college",12,0
"19217",19217,2,53,2,NA,0,"no college",0,0
"19218",19218,1,50,2,NA,0,"no college",0,0
"19219",19219,1,66,1,"employed",1,"bachelor",16,0
"19220",19220,2,62,0,"retired",1,"no college",13,0
"19221",19221,2,59,1,"employed",1,"no college",13,0
"19222",19222,1,38,0,"unemployed",1,"no college",13,0
"19223",19223,2,33,1,"unemployed",1,"no college",15,0
"19224",19224,1,31,0,"employed",8,"no college",12,25200
"19225",19225,2,20,0,"student",1,"no college",14,5000
"19226",19226,2,10,0,NA,0,"no college",0,0
"19227",19227,1,62,1,"retired",1,"no college",12,0
"19228",19228,2,59,1,"employed",1,"bachelor",17,0
"19229",19229,1,25,0,"employed",1,"no college",14,0
"19230",19230,1,34,1,"unemployed",1,"no college",14,0
"19231",19231,2,63,0,"retired",1,"bachelor",16,0
"19232",19232,1,44,0,"disabled",1,"associate",14,0
"19233",19233,1,30,0,"employed",8,"no college",12,0
"19234",19234,1,29,0,NA,0,"no college",0,0
"19235",19235,1,15,0,NA,0,"no college",0,0
"19236",19236,1,13,0,NA,0,"no college",0,0
"19237",19237,2,10,0,NA,0,"no college",0,0
"19238",19238,2,26,0,"employed",1,"no college",14,0
"19239",19239,2,4,0,NA,0,"no college",0,0
"19240",19240,1,30,0,"NA",1,"no college",12,0
"19241",19241,2,51,0,"employed",0,"no college",0,10847
"19242",19242,1,19,0,"NA",1,"no college",99,0
"19243",19243,2,55,0,"keeping house",1,"no college",12,0
"19244",19244,2,53,0,"employed",1,"no college",12,0
"19245",19245,1,34,1,"employed",1,"no college",15,0
"19246",19246,1,26,1,"employed",1,"no college",12,0
"19247",19247,2,25,0,"employed",1,"associate",15,0
"19248",19248,1,19,0,"employed",1,"no college",12,14000
"19249",19249,1,1,0,NA,0,"no college",0,0
"19250",19250,2,32,1,"employed",1,"bachelor",16,0
"19251",19251,2,35,1,"employed",1,"no college",12,0
"19252",19252,2,16,0,"student",1,"no college",9,0
"19253",19253,2,12,0,NA,0,"no college",0,0
"19254",19254,1,36,0,"NA",9,"no college",99,0
"19255",19255,2,62,0,"disabled",1,"no college",12,0
"19256",19256,1,45,0,"employed",1,"no college",12,0
"19257",19257,2,30,1,"employed",1,"no college",13,0
"19258",19258,2,24,0,"employed",8,"no college",12,4680
"19259",19259,1,6,0,NA,0,"no college",0,0
"19260",19260,2,5,0,NA,0,"no college",0,0
"19261",19261,1,5,0,NA,0,"no college",0,0
"19262",19262,2,45,0,"employed",1,"no college",12,0
"19263",19263,2,17,0,"student",1,"no college",11,0
"19264",19264,1,32,1,"employed",1,"no college",13,0
"19265",19265,1,56,1,"employed",1,"no college",14,0
"19266",19266,2,61,0,"keeping house",1,"no college",10,0
"19267",19267,2,46,0,"employed",1,"no college",12,0
"19268",19268,2,32,0,"employed",1,"no college",14,0
"19269",19269,1,29,0,"unemployed",1,"no college",12,0
"19270",19270,2,27,0,"NA",8,"no college",12,0
"19271",19271,1,25,0,"employed",8,"no college",12,0
"19272",19272,1,24,0,"unemployed",8,"no college",10,0
"19273",19273,1,21,0,"employed",1,"no college",12,11000
"19274",19274,2,19,0,"unemployed",1,"no college",12,0
"19275",19275,2,19,0,"employed",1,"no college",12,3000
"19276",19276,2,20,0,"employed",1,"no college",11,0
"19277",19277,1,10,0,NA,0,"no college",0,0
"19278",19278,2,10,0,NA,0,"no college",0,0
"19279",19279,1,12,0,NA,0,"no college",0,0
"19280",19280,1,7,0,NA,0,"no college",0,0
"19281",19281,1,6,0,NA,0,"no college",0,0
"19282",19282,1,1,0,NA,0,"no college",0,0
"19283",19283,2,54,1,"employed",1,"associate",16,0
"19284",19284,1,41,0,"disabled",1,"no college",10,0
"19285",19285,1,38,1,"employed",1,"master",17,0
"19286",19286,2,36,0,"unemployed",1,"no college",13,0
"19287",19287,2,39,1,"employed",1,"no college",14,0
"19288",19288,2,38,1,"employed",1,"bachelor",16,0
"19289",19289,1,22,0,"other",1,"no college",10,6000
"19290",19290,1,35,1,"employed",1,"no college",12,0
"19291",19291,2,35,0,"unemployed",1,"no college",12,0
"19292",19292,2,73,0,"retired",1,"no college",12,0
"19293",19293,2,62,0,"disabled",1,"no college",11,0
"19294",19294,1,49,0,NA,0,"no college",0,0
"19295",19295,1,41,1,"unemployed",1,"no college",12,0
"19296",19296,2,39,1,"NA",8,"bachelor",16,0
"19297",19297,2,38,1,"employed",1,"no college",12,0
"19298",19298,1,35,1,"employed",1,"no college",99,0
"19299",19299,1,27,0,"employed",1,"master",17,0
"19300",19300,1,26,0,"employed",1,"bachelor",16,0
"19301",19301,1,24,0,"employed",8,"no college",14,4000
"19302",19302,2,16,0,"unemployed",1,"no college",9,0
"19303",19303,2,17,0,"student",1,"no college",11,0
"19304",19304,2,10,0,NA,0,"no college",0,0
"19305",19305,2,8,0,NA,0,"no college",0,0
"19306",19306,2,9,0,NA,0,"no college",0,0
"19307",19307,2,3,0,NA,0,"no college",0,0
"19308",19308,2,49,0,"keeping house",1,"associate",14,0
"19309",19309,1,32,1,"employed",1,"no college",12,0
"19310",19310,2,46,1,"keeping house",1,"no college",12,0
"19311",19311,2,22,0,"keeping house",1,"no college",12,14000
"19312",19312,2,33,1,"unemployed",1,"no college",99,0
